0,uk_2yr,uk_5yr,uk_10yr,uk_30yr
2016-01-04,0.6110933547630246,1.297485429833607,1.9341765876574684,2.6844956202192582
2016-01-05,0.59333894857567,1.2829281695222308,1.9298847775404322,2.679990351271712
2016-01-06,0.5349824897863344,1.2102658731699942,1.8442504150958423,2.6144652501589167
2016-01-07,0.5409979023420506,1.2099174233457635,1.8585904498586783,2.6519828914796144
2016-01-08,0.518128197509055,1.1685968852592907,1.821300206088241,2.6339754700903018
2016-01-11,0.5121120765204888,1.1692653964205069,1.8261001599838618,2.6483402482383114
2016-01-12,0.5030028895378932,1.1509122837371666,1.8124595333669071,2.625672015659013
2016-01-13,0.4918966102821289,1.1337299503131903,1.8027667493611985,2.6118262326330504
2016-01-14,0.4843620298232984,1.1174578398685777,1.7900454490494244,2.6060351159229023
2016-01-15,0.4215761862993889,1.0348077768272912,1.7139353965814188,2.5558891651559477
2016-01-18,0.4502327801219289,1.0698911808774136,1.7531268624590575,2.5870589774955968
2016-01-19,0.46748856247396064,1.0963672065304215,1.7707029303588897,2.6006328954473052
2016-01-20,0.4194600408446374,1.0366712516750636,1.6838959247558833,2.5243544267884443
2016-01-21,0.44183335491655495,1.0809497241214143,1.7352982785197693,2.5621431328269746
2016-01-22,0.4596181100958885,1.1213311422200023,1.7779577746654127,2.58365378689058
2016-01-25,0.42936849845674563,1.090208114783175,1.7467167251674014,2.541432419581324
2016-01-26,0.43828277205956767,1.0964800150594052,1.7539035478471654,2.5302692154604847
2016-01-27,0.43424588542976167,1.0936496897429093,1.7558026416164298,2.5251834942301485
2016-01-28,0.41779931701757644,1.0652068025234007,1.7280827213995988,2.5064950419468874
2016-01-29,0.3435747617510172,0.957343547806697,1.6355418243194333,2.443342791123487
2016-02-01,0.40487198930390134,1.0181767889416409,1.6975498706244525,2.509635652867739
2016-02-02,0.3667625013073226,0.9480292427190602,1.6200333028134675,2.460493514599312
2016-02-03,0.33933254335706675,0.9017987747874804,1.5779517365645133,2.421865627974805
2016-02-04,0.359567956553169,0.9350681225328629,1.6360208847235829,2.4664520890536985
2016-02-05,0.37009110344129337,0.9390967963020209,1.6383466895359935,2.4782728734826405
2016-02-08,0.27486307257926346,0.7923628650824297,1.4715145121799023,2.347267067085005
2016-02-09,0.29678770576419006,0.8038718893833602,1.4813316921372206,2.3658853445147066
2016-02-10,0.32180906275378945,0.8224897607909167,1.4893900968254081,2.3767087857125646
2016-02-11,0.2332226882622242,0.6821275329540587,1.344798338877704,2.274095378375717
2016-02-12,0.3409272656820536,0.8086272875184927,1.4708337443036434,2.3697191332612917
2016-02-15,0.3379940658717113,0.8249836748972879,1.4923700643133526,2.3933036403738708
2016-02-16,0.31855364559653737,0.8166694731041639,1.494464115692686,2.403194413742274
2016-02-17,0.3421536201024237,0.856356327955368,1.556856186238989,2.458998466993846
2016-02-18,0.32207365202056787,0.8202683366415412,1.5120390422515742,2.4427908619722354
2016-02-19,0.31108013258879735,0.7916801348240078,1.4770157689911907,2.416238985386188
2016-02-22,0.298837542277117,0.785227364934525,1.4720723785523293,2.4170302250029168
2016-02-23,0.29720349124282514,0.793593025824188,1.4997202179361513,2.437247852022797
2016-02-24,0.26454526577184184,0.7243313651100738,1.4213447976733853,2.4016864472449546
2016-02-25,0.25771821310343257,0.7319808395131525,1.4430696166590935,2.4480845473833557
2016-02-26,0.28678643881896754,0.7598190730184878,1.488181362146282,2.477525871819523
2016-02-29,0.25125175443182673,0.6908751569440639,1.4095625740452777,2.4126755337912553
2016-03-01,0.2939819902285792,0.7406022650595683,1.468473642975503,2.442669175594928
2016-03-02,0.3369987966781385,0.8088749092723118,1.5435991334139878,2.46233680384485
2016-03-03,0.3379818050863106,0.811327442008033,1.5293184245479703,2.4202678636449946
2016-03-04,0.3607944392694718,0.843794747441169,1.5715902486801205,2.4513199586892473
2016-03-07,0.35176125426676363,0.8313361336525862,1.5594414771530318,2.4633364662501496
2016-03-08,0.3156254106751978,0.7622304710649328,1.4501190356101814,2.322635066567384
2016-03-09,0.3590224937390556,0.8491562164305486,1.5536717287275796,2.401148568264811
2016-03-10,0.4221255961133378,0.9187424554066679,1.612311632272268,2.4159279351149534
2016-03-11,0.46344276814358054,0.9725605096526477,1.6593228850958386,2.447741594287023
2016-03-14,0.4469625658269354,0.9526527074067899,1.6284555319425202,2.403046285467824
2016-03-15,0.4269241402506189,0.9218951389987391,1.6125418622995908,2.401353263609183
2016-03-16,0.41017235818569825,0.9023056874136316,1.5988912988755757,2.414633756127266
2016-03-17,0.3775325755922499,0.843670133262371,1.5393356141818575,2.3843602710931577
2016-03-18,0.3818836854214319,0.8474549633576112,1.5474985759135378,2.383969986298327
2016-03-21,0.391857787443378,0.858896576819957,1.5641814409187005,2.4116510205233657
2016-03-22,0.37413831264237124,0.8387049745093975,1.5428578740939105,2.404382219435495
2016-03-23,0.35947109988115256,0.8366668269214135,1.5355039792364054,2.3886113889586245
2016-03-24,0.39070806860002133,0.860182921310134,1.551815371156669,2.4224116252878356
2016-03-29,0.36722358248490394,0.8250697303931114,1.5061304013532908,2.404542951410492
2016-03-30,0.38374220911165063,0.8506389332750333,1.5431106097515295,2.4340581364744662
2016-03-31,0.34111316133310843,0.8063505084995294,1.504136741895292,2.3731694198796585
2016-04-01,0.3356393425524142,0.812134927264311,1.5226312845189818,2.395133161504677
2016-04-04,0.3291648539556391,0.8058710141872563,1.5181076276094854,2.384771424120971
2016-04-05,0.30553322168585423,0.7586523070055086,1.4628983068025276,2.351648947735364
2016-04-06,0.29685082833370613,0.7606050001500309,1.4791280010121197,2.350741055431997
2016-04-07,0.2665580486128425,0.705859684434366,1.4205754339752632,2.2997578987664933
2016-04-08,0.2983835502298462,0.7381755802865497,1.4664549530243636,2.351142578561816
2016-04-11,0.3206743604622577,0.7596161260575831,1.4966062264841624,2.390833378513942
2016-04-12,0.35299952560271697,0.8078021980579267,1.545862310388048,2.433721390654539
2016-04-13,0.3495286126627876,0.8024563864036157,1.5322826206688362,2.3925448107139777
2016-04-14,0.35846239125292506,0.8151429954943918,1.545346505929261,2.3947959644322774
2016-04-15,0.34606236739738333,0.7958365986202839,1.5168774672588374,2.372373966013168
2016-04-18,0.3770503520982383,0.8433176170425707,1.5761811823451166,2.434195075999207
2016-04-19,0.3923225704140575,0.8807151152636958,1.6198715950847131,2.455857681028203
2016-04-20,0.36490345172684097,0.8369350346647572,1.563191087747885,2.392215253296365
2016-04-21,0.4137845192746635,0.9292913548602705,1.677194160473053,2.472197715627847
2016-04-22,0.4221563003910458,0.9453752931389573,1.6971147999876641,2.4850933055498836
2016-04-25,0.4389647094733355,0.9582233840790872,1.6987703595606447,2.4743805226352125
2016-04-26,0.4746971089093761,1.0124194198681198,1.755101913200987,2.539502630032947
2016-04-27,0.46272123354799244,0.9870650559801583,1.7159488984304545,2.505850597698811
2016-04-28,0.4535827361389739,0.9662570129061656,1.6917339246933771,2.4872746523114064
2016-04-29,0.45147486015673155,0.9683876480542459,1.6947447364799537,2.4741649351111263
2016-05-03,0.4117675729031496,0.9088116530806086,1.6194109410538862,2.393571067930549
2016-05-04,0.3935517365861705,0.9005214350897592,1.6243203751700452,2.411688106439603
2016-05-05,0.3638526733399998,0.8592674126256895,1.5756346936608492,2.3863931254868858
2016-05-06,0.3392864577225427,0.8154542425221569,1.519989230372919,2.345918143160369
2016-05-09,0.32888061307128497,0.804806533104939,1.5197865400391124,2.361105749679258
2016-05-10,0.31443856939161,0.7909559853554684,1.5073561939468865,2.351974183434843
2016-05-11,0.3143243354372298,0.7917407602880155,1.4984896446231368,2.3473901134168496
2016-05-12,0.32406082154537996,0.8051205255356322,1.5102893257645678,2.367102699500973
2016-05-13,0.313900415553182,0.7826633033715481,1.4804187484788218,2.3347591714302527
2016-05-16,0.3309828174846325,0.8025028070520668,1.5010305060401063,2.344668205443115
2016-05-17,0.3178650415581052,0.7825776011135138,1.4718470293842336,2.322220773934336
2016-05-18,0.3705447508412758,0.8519299513623244,1.5470361719646504,2.3979739148884667
2016-05-19,0.3733438738536308,0.857782381588919,1.5420768763876926,2.384647704523753
2016-05-20,0.39557824267608016,0.8899057551250001,1.573517192017982,2.407231594081459
2016-05-23,0.3972483209768996,0.8935146558339865,1.5696345169929844,2.3967687152714543
2016-05-24,0.429364994273645,0.9269243710152419,1.5839922979573526,2.3963185138373277
2016-05-25,0.4186799883316288,0.9146937017256361,1.5581784439766282,2.3581836206197835
2016-05-26,0.3903445468629662,0.8830526515063675,1.523723142411584,2.3118621079986585
2016-05-27,0.41408087799090776,0.9098317003393511,1.5477206305040663,2.3144121180052277
