0,uk_real_5yr,uk_real_10yr,uk_real_30yr
2023-11-20,0.382134836273261,0.579278429789162,1.2143398364515767
2023-11-21,0.38836529633632766,0.5625056710085448,1.2095637974258786
2023-11-22,0.43917357469020424,0.6140044723600075,1.3059854320878037
2023-11-23,0.5005138494440138,0.668751861020603,1.3561148782584531
2023-11-24,0.5438290411354127,0.7232394416835307,1.4042211254246986
2023-11-27,0.4983033034519891,0.6768963457273245,1.314926430606956
2023-11-28,0.455616165924926,0.636108753813494,1.2840289010061512
2023-11-29,0.41709351626635643,0.601140457308385,1.2729348226127328
2023-11-30,0.5106891274751909,0.7114962935492991,1.375507919006271
2023-12-01,0.49505731564310984,0.7150532278424387,1.401487331652576
2023-12-04,0.5840090796254171,0.7805160317164789,1.4459177390271103
2023-12-05,0.476740079837481,0.6546347282065221,1.3321389072287932
2023-12-06,0.43343394171954575,0.5958554023610627,1.2370344245218226
2023-12-07,0.41935838601252584,0.586463980565186,1.221036689722829
2023-12-08,0.41777167712288205,0.601417379140626,1.2474119664345986
2023-12-11,0.5226762034519091,0.6922339190992138,1.3104704217076704
2023-12-12,0.4588691422056154,0.6204002030891222,1.2559051560903216
2023-12-13,0.3380078869032276,0.5041752589289109,1.144520154899108
2023-12-14,0.23089792343141435,0.43742089143371377,1.084069687115192
2023-12-15,0.2165884547266097,0.39844709145434115,1.0058256402957553
2023-12-18,0.1559886571961925,0.34294517470104185,0.9758176456533693
2023-12-19,0.09376000558184168,0.2898828753739269,0.9424558035528536
2023-12-20,-0.11100002904916897,0.1597300258420318,0.8766258347238143
2023-12-21,-0.08634292115563097,0.19833391638804196,0.9264053726119182
2023-12-22,-0.12551514543600703,0.16662267965196303,0.9117079630926032
2023-12-27,-0.1748022215816399,0.1232033521455371,0.896916489829277
2023-12-28,-0.14694967004386814,0.15804013386179774,0.9533342090601347
2023-12-29,-0.11349028785086121,0.2062433344308162,0.9964757023974797
2024-01-02,-0.0350264915022587,0.2971921781419032,1.111314601711577
2024-01-03,0.012953982408747608,0.3283429687948473,1.1683821386106137
2024-01-04,0.0533725455542204,0.3590629145911887,1.201847914820586
2024-01-05,0.09913699949887674,0.3892709104307669,1.20333890841748
2024-01-08,0.1782438592903557,0.4546961327627493,1.2514315985017666
2024-01-09,0.17754409211843042,0.46972971406049985,1.2597388267518432
2024-01-10,0.19985861956321158,0.4956026907434379,1.2735219641027768
2024-01-11,0.23455761787995427,0.5392172165837991,1.3199850132029811
2024-01-12,0.1444964340876182,0.49263599908361017,1.3207726700506461
2024-01-15,0.17802140056715604,0.5235374296186612,1.3622027493800568
2024-01-16,0.1851744218032098,0.5399732489429591,1.4127319085642696
2024-01-17,0.29242569171947136,0.6498304973373987,1.4809488181363284
2024-01-18,0.25799746559793835,0.6185730970811363,1.4614770230554233
