0,uk_inf_5yr,uk_inf_10yr,uk_inf_30yr
2019-01-17,3.10357339393707,3.2418332105234873,3.349257045327243
2019-01-18,3.1187531437936444,3.268766505701507,3.3805393228825107
2019-01-21,3.1313024977338637,3.276541077809227,3.3710508057462976
2019-01-22,3.097685375654302,3.2532513687520686,3.3548632030066177
2019-01-23,3.0806407451187923,3.2514639331946955,3.3578080279148455
2019-01-24,3.0576998185039637,3.2310744544605767,3.3397709188896303
2019-01-25,3.030708724846177,3.222906355737707,3.3451316752501588
2019-01-28,3.0479382833078144,3.2310079947605708,3.3380214135877564
2019-01-29,3.0708372621629323,3.2496387895832908,3.349115021805388
2019-01-30,3.0976968565119276,3.262039629405563,3.341141412794987
2019-01-31,3.0974154781623633,3.244575639020422,3.315480473404979
2019-02-01,3.11312956968696,3.270440709648536,3.3451238835915436
2019-02-04,3.1441217207572976,3.3016076801993157,3.379109488518333
2019-02-05,3.1257709543506644,3.2747259244765803,3.3425865816786473
2019-02-06,3.122453095937237,3.2758660730199054,3.3566324099509544
2019-02-07,3.1308936294592487,3.278151826838358,3.35733520081322
2019-02-08,3.1053397029485934,3.2541816828590013,3.3385921170100255
2019-02-11,3.1311217696504876,3.2798949908513686,3.354502104537235
2019-02-12,3.1064983475671135,3.2561228316959534,3.3417096849864114
2019-02-13,3.125583833448767,3.2576216962462397,3.332364915351375
2019-02-14,3.144952590647771,3.265227895822705,3.3308468493243795
2019-02-15,3.1415472931874246,3.2724369614298814,3.3424354174089714
2019-02-18,3.134614072206074,3.2684681596688803,3.34686813855852
2019-02-19,3.130069318891699,3.2652530405232354,3.355998212974863
2019-02-20,3.1325100254166696,3.271889565696825,3.372899299651013
2019-02-21,3.1264571815372144,3.275435965193852,3.377850958069984
2019-02-22,3.1278606474931125,3.263387670349805,3.3622926106528057
2019-02-25,3.1107300327271687,3.2495040322196447,3.3572005100285014
2019-02-26,3.0749156731658522,3.2130717533767355,3.3329960205923617
2019-02-27,3.0402821065788004,3.2073481945876074,3.356516894055459
2019-02-28,3.02981559110798,3.221579667863657,3.374925737690699
2019-03-01,3.0463660281253193,3.2471516032337115,3.388773721974493
2019-03-04,3.053012187590955,3.261726306708632,3.4032976406798623
2019-03-05,3.0719956195522515,3.270633451714958,3.39827033728585
